,FIPS,State,Area_Name,POP_ESTIMATE_2014,HH_income_2014,Unemployment_rate_2014,Alcohol Mortality Rate,Alcohol Mortality Rate(F),Alcohol Mortality Rate(M),Drug Mortality Rate,Drug Mortality Rate(F),Drug Mortality Rate(M),Self-harm Mortality Rate,Self-harm Mortality Rate(F),Self-harm Mortality Rate(M),Int. Violence Mortality Rate,Int. Violence Mortality Rate(F),Int. Violence Mortality Rate(M),Common State Abbreviation,Rural Status Description,HPSA Postal Code,Provider Type,Common County Name,HPSA Degree of Shortage,HPSA Designation Population,HPSA Estimated Served Population,HPSA Score,HPSA Shortage
6898,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,73009.0,0.0,15,3.65
6899,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,73009.0,0.0,15,3.65
6900,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,73009.0,0.0,15,3.65
6901,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,73009.0,0.0,15,3.65
6902,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,73009.0,0.0,15,3.65
6903,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,73009.0,0.0,15,3.65
6904,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,73009.0,0.0,15,3.65
6905,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,73009.0,0.0,15,3.65
6906,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,73009.0,0.0,15,3.65
6907,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,73009.0,0.0,15,3.65
6908,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6909,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6910,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6911,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6912,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6913,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6914,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6915,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6916,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6917,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6918,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6919,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6920,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6921,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6922,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6923,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6924,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6925,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6926,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6927,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6928,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6929,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6930,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6931,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6932,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6933,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6934,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6935,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6936,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,52458.0,0.0,11,3.5
6938,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6939,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6940,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6941,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6942,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6943,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6944,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6945,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6946,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6947,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6948,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6949,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6950,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6951,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6952,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6953,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6954,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6955,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6956,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6957,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6958,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6959,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6960,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6961,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6962,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6963,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6964,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6965,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6966,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6967,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6968,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6969,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6970,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6971,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6972,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6973,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6974,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6975,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6976,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6977,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6978,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6979,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6980,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6981,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6982,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6983,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6984,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6985,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6986,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6987,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6988,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6989,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6990,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6991,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6992,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6993,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6994,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6995,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6996,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6997,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6998,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
6999,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
7000,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
7001,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
7002,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
7003,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
7004,17031.0,IL,Cook County,"5,257,481","55,058",7.5,2.42,2.14,2.72,9.59,8.82,10.31,8.9,8.34,9.48,10.54,9.99,11.16,IL,Non-Rural,,Psychiatrist,"Cook County, IL",Not applicable,853967.0,328500.0,18,31.75
