FIPS,Common State Abbreviation,Rural Status Description,HPSA Postal Code,Provider Type,Common County Name,HPSA Degree of Shortage,HPSA Designation Population,HPSA Estimated Served Population,HPSA Score,HPSA Shortage
48201,TX,Non-Rural,,Psychiatrist,"Harris County, TX",Not applicable,49954.0,60000.0,19,1.89
48201,TX,Non-Rural,,Psychiatrist,"Harris County, TX",Not applicable,49954.0,60000.0,19,1.89
48201,TX,Non-Rural,,Psychiatrist,"Harris County, TX",Not applicable,49954.0,60000.0,19,1.89
48201,TX,Non-Rural,,Psychiatrist,"Harris County, TX",Not applicable,49954.0,60000.0,19,1.89
48201,TX,Non-Rural,,Psychiatrist,"Harris County, TX",Not applicable,49954.0,60000.0,19,1.89
48387,TX,Rural,75417-4109,,"Red River County, TX",,,,18,0.0
48507,TX,Rural,78839-3834,,"Zavala County, TX",,1.0,,17,0.0
48025,TX,Rural,78102-5333,,"Bee County, TX",,1.0,,16,0.0
48321,TX,Rural,77465-3203,,"Matagorda County, TX",,1.0,,15,0.0
48109,TX,Rural,79855,,"Culberson County, TX",,1.0,,13,0.0
48453,TX,Non-Rural,78751-4223,,"Travis County, TX",,,,0,9.7
48001,TX,Rural,75880-5000,,"Anderson County, TX",,,,0,1.4
48061,TX,Partially Rural,,,"Cameron County, TX",Not applicable,0.0,,0,
48215,TX,Partially Rural,,,"Hidalgo County, TX",Not applicable,0.0,,0,
48189,TX,Rural,,,"Hale County, TX",Not applicable,0.0,,0,
48437,TX,Rural,,,"Swisher County, TX",Not applicable,0.0,,0,
48345,TX,Rural,,,"Motley County, TX",Not applicable,0.0,,0,
48369,TX,Rural,,,"Parmer County, TX",Not applicable,0.0,,0,
48073,TX,Rural,,Psychiatrist,"Cherokee County, TX",Not applicable,48161.0,4600.0,16,2.98
48039,TX,Non-Rural,77515-6618,,"Brazoria County, TX",6,1063.0,,6,0.33
48497,TX,Rural,76426-6140,,"Wise County, TX",12,,,18,0.26
48463,TX,Rural,,Psychiatrist,"Uvalde County, TX",Not applicable,26064.0,0.0,19,1.3
48039,TX,Non-Rural,77583-5057,,"Brazoria County, TX",12,,,12,0.86
48399,TX,Rural,,Psychiatrist,"Runnels County, TX",Not applicable,10178.0,0.0,17,0.68
48253,TX,Partially Rural,,Psychiatrist,"Jones County, TX",Not applicable,12979.0,0.0,17,0.65
48123,TX,Rural,77954-6300,,"DeWitt County, TX",12,1368.0,,21,0.68
48237,TX,Rural,,Psychiatrist,"Jack County, TX",Not applicable,7725.0,0.0,15,0.39
48433,TX,Rural,,Psychiatrist,"Stonewall County, TX",Not applicable,1356.0,0.0,12,0.07
48471,TX,Rural,77320-8701,,"Walker County, TX",12,20988.0,,12,10.49
48095,TX,Rural,,Psychiatrist,"Concho County, TX",Not applicable,2628.0,0.0,10,0.18
48367,TX,Partially Rural,,Psychiatrist,"Parker County, TX",Not applicable,121069.0,60000.0,14,4.05
48411,TX,Rural,,Psychiatrist,"San Saba County, TX",Not applicable,5320.0,0.0,12,0.35
48141,TX,Non-Rural,79925-1202,,"El Paso County, TX",6,300.0,,15,0.15
48383,TX,Rural,,Psychiatrist,"Reagan County, TX",Not applicable,3472.0,0.0,11,0.17
48299,TX,Rural,,Psychiatrist,"Llano County, TX",Not applicable,19054.0,0.0,17,0.95
48279,TX,Rural,,Psychiatrist,"Lamb County, TX",Not applicable,13618.0,0.0,18,0.68
48179,TX,Rural,,Psychiatrist,"Gray County, TX",Not applicable,20985.0,0.0,17,1.05
48323,TX,Rural,,Psychiatrist,"Maverick County, TX",Not applicable,55082.0,5000.0,18,3.42
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,281675.0,60000.0,13,12.08
48475,TX,Rural,,Psychiatrist,"Ward County, TX",Not applicable,10810.0,0.0,13,0.54
48001,TX,Rural,75886-5000,,"Anderson County, TX",12,,,21,1.61
48461,TX,Rural,,Psychiatrist,"Upton County, TX",Not applicable,3265.0,0.0,11,0.16
48071,TX,Non-Rural,,Psychiatrist,"Chambers County, TX",Not applicable,36169.0,0.0,11,1.81
48059,TX,Partially Rural,,Psychiatrist,"Callahan County, TX",Not applicable,13398.0,0.0,16,0.67
48237,TX,Rural,76458,,"Jack County, TX",12,,,18,0.29
48031,TX,Rural,,Psychiatrist,"Blanco County, TX",Not applicable,10452.0,0.0,12,0.52
48173,TX,Rural,,Psychiatrist,"Glasscock County, TX",Not applicable,1190.0,0.0,9,0.06
48057,TX,Rural,,Psychiatrist,"Calhoun County, TX",Not applicable,21287.0,0.0,18,1.06
48105,TX,Rural,,Psychiatrist,"Crockett County, TX",Not applicable,3782.0,0.0,12,0.19
48135,TX,Partially Rural,,Psychiatrist,"Ector County, TX",Not applicable,150910.0,60000.0,17,5.55
48335,TX,Rural,,Psychiatrist,"Mitchell County, TX",Not applicable,6794.0,0.0,14,0.45
48137,TX,Rural,,Psychiatrist,"Edwards County, TX",Not applicable,2017.0,0.0,10,0.1
48373,TX,Rural,77351-8580,,"Polk County, TX",3,2929.0,,12,0.46
48149,TX,Rural,,Psychiatrist,"Fayette County, TX",Not applicable,24211.0,1500.0,15,1.16
48001,TX,Rural,,Psychiatrist,"Anderson County, TX",Not applicable,45585.0,43800.0,12,0.82
48005,TX,Rural,,Psychiatrist,"Angelina County, TX",Not applicable,84661.0,64000.0,12,2.44
48313,TX,Rural,,Psychiatrist,"Madison County, TX",Not applicable,9877.0,0.0,15,0.66
48371,TX,Rural,,Psychiatrist,"Pecos County, TX",Not applicable,13440.0,0.0,16,0.67
48265,TX,Rural,,Psychiatrist,"Kerr County, TX",Not applicable,48239.0,30000.0,11,1.41
48025,TX,Rural,,Psychiatrist,"Bee County, TX",Not applicable,24524.0,0.0,18,1.23
48315,TX,Rural,,Psychiatrist,"Marion County, TX",Not applicable,10128.0,0.0,14,0.68
48355,TX,Partially Rural,,Psychiatrist,"Nueces County, TX",Not applicable,136817.0,0.0,17,9.12
48493,TX,Non-Rural,,Psychiatrist,"Wilson County, TX",Not applicable,43748.0,11400.0,13,1.81
48199,TX,Non-Rural,,Psychiatrist,"Hardin County, TX",Not applicable,55046.0,0.0,16,2.75
48407,TX,Rural,,Psychiatrist,"San Jacinto County, TX",Not applicable,26663.0,0.0,18,1.33
48501,TX,Rural,,Psychiatrist,"Yoakum County, TX",Not applicable,8028.0,0.0,13,0.4
48029,TX,Non-Rural,,Psychiatrist,"Bexar County, TX",Not applicable,1824707.0,1599800.0,12,41.66
48061,TX,Partially Rural,,Psychiatrist,"Cameron County, TX",Not applicable,410344.0,335000.0,13,10.61
48357,TX,Rural,,Psychiatrist,"Ochiltree County, TX",Not applicable,10483.0,0.0,15,0.52
48393,TX,Rural,,Psychiatrist,"Roberts County, TX",Not applicable,919.0,0.0,10,0.05
48503,TX,Rural,,Psychiatrist,"Young County, TX",Not applicable,18134.0,0.0,18,0.91
48147,TX,Rural,75418-5817,,"Fannin County, TX",12,,,21,0.42
48485,TX,Non-Rural,76367-6568,,"Wichita County, TX",12,3838.0,,21,1.92
48073,TX,Rural,75785-3666,,"Cherokee County, TX",12,,,21,0.65
48471,TX,Rural,77320-4959,,"Walker County, TX",12,,,12,13.65
48375,TX,Non-Rural,79107-9606,,"Potter County, TX",6,10711.0,,6,3.36
48201,TX,Non-Rural,,Psychiatrist,"Harris County, TX",Not applicable,1687642.0,679450.0,12,78.5375
48457,TX,Rural,75990-9990,,"Tyler County, TX",12,,,21,1.08
48121,TX,Non-Rural,,Psychiatrist,"Denton County, TX",Not applicable,166421.0,33150.0,15,9.4325
48099,TX,Rural,76528-2962,,"Coryell County, TX",6,622.0,,6,0.11
48151,TX,Rural,,Psychiatrist,"Fisher County, TX",Not applicable,3837.0,0.0,10,0.19
48499,TX,Rural,,Psychiatrist,"Wood County, TX",Not applicable,40860.0,0.0,16,2.04
48313,TX,Rural,75852-3654,,"Madison County, TX",12,,,18,1.16
48261,TX,Rural,,Psychiatrist,"Kenedy County, TX",Not applicable,528.0,0.0,11,0.03
48377,TX,Rural,,Psychiatrist,"Presidio County, TX",Not applicable,7454.0,0.0,16,0.5
48097,TX,Rural,,Psychiatrist,"Cooke County, TX",Not applicable,37844.0,0.0,17,1.89
48471,TX,Rural,77340-5200,,"Walker County, TX",12,,,12,0.76
48445,TX,Rural,,Psychiatrist,"Terry County, TX",Not applicable,11524.0,0.0,15,0.58
48033,TX,Rural,,Psychiatrist,"Borden County, TX",Not applicable,673.0,0.0,10,0.03
48113,TX,Non-Rural,75241-7136,,"Dallas County, TX",12,,,12,1.05
48479,TX,Partially Rural,,Psychiatrist,"Webb County, TX",Not applicable,262159.0,80400.0,18,10.43
48289,TX,Rural,,Psychiatrist,"Leon County, TX",Not applicable,16633.0,0.0,17,0.83
48101,TX,Rural,,Psychiatrist,"Cottle County, TX",Not applicable,1586.0,0.0,11,0.08
48021,TX,Non-Rural,78602-6819,,"Bastrop County, TX",12,1223.0,,18,0.61
48361,TX,Non-Rural,,Psychiatrist,"Orange County, TX",Not applicable,82650.0,0.0,17,4.13
48215,TX,Partially Rural,,Psychiatrist,"Hidalgo County, TX",Not applicable,797048.0,322000.0,19,37.04
48027,TX,Partially Rural,,Psychiatrist,"Bell County, TX",Not applicable,116126.0,53600.0,15,5.06
48245,TX,Non-Rural,77705-7635,,"Jefferson County, TX",12,2906.0,,12,1.45
48201,TX,Non-Rural,77002-3505,,"Harris County, TX",12,,,12,3.76
48099,TX,Rural,76597-1010,,"Coryell County, TX",12,2844.0,,12,1.42
48401,TX,Partially Rural,,Psychiatrist,"Rusk County, TX",Not applicable,49206.0,0.0,14,2.46
48351,TX,Partially Rural,,Psychiatrist,"Newton County, TX",Not applicable,13956.0,0.0,15,0.7
48487,TX,Rural,,Psychiatrist,"Wilbarger County, TX",Not applicable,12929.0,0.0,17,0.65
48221,TX,Partially Rural,,Psychiatrist,"Hood County, TX",Not applicable,51594.0,0.0,14,2.58
48505,TX,Rural,,Psychiatrist,"Zapata County, TX",Not applicable,14179.0,4000.0,20,0.75
48471,TX,Rural,77320-3502,,"Walker County, TX",12,,,12,0.49
48283,TX,Rural,,Psychiatrist,"La Salle County, TX",Not applicable,6194.0,0.0,16,0.41
48229,TX,Rural,,Psychiatrist,"Hudspeth County, TX",Not applicable,3017.0,0.0,16,0.2
48425,TX,Non-Rural,,Psychiatrist,"Somervell County, TX",Not applicable,8303.0,0.0,12,0.42
48249,TX,Rural,,Psychiatrist,"Jim Wells County, TX",Not applicable,40776.0,30000.0,14,1.04
48443,TX,Rural,,Psychiatrist,"Terrell County, TX",Not applicable,809.0,0.0,12,0.04
48087,TX,Rural,,Psychiatrist,"Collingsworth County, TX",Not applicable,2970.0,0.0,12,0.15
48251,TX,Non-Rural,76084-3966,,"Johnson County, TX",12,,,12,0.52
48179,TX,Rural,79065-9655,,"Gray County, TX",12,,,21,0.7
48435,TX,Rural,,Psychiatrist,"Sutton County, TX",Not applicable,3947.0,0.0,10,0.2
48065,TX,Rural,,Psychiatrist,"Carson County, TX",Not applicable,6023.0,0.0,12,0.3
48219,TX,Rural,,Psychiatrist,"Hockley County, TX",Not applicable,22472.0,0.0,17,1.12
48163,TX,Rural,,Psychiatrist,"Frio County, TX",Not applicable,14961.0,5000.0,18,0.75
48019,TX,Partially Rural,,Psychiatrist,"Bandera County, TX",Not applicable,20210.0,0.0,15,1.01
48271,TX,Rural,,Psychiatrist,"Kinney County, TX",Not applicable,3309.0,0.0,12,0.17
48181,TX,Partially Rural,,Psychiatrist,"Grayson County, TX",Not applicable,121291.0,45000.0,16,4.56
48205,TX,Rural,,Psychiatrist,"Hartley County, TX",Not applicable,4590.0,0.0,12,0.23
48365,TX,Rural,,Psychiatrist,"Panola County, TX",Not applicable,23281.0,0.0,16,1.16
48025,TX,Rural,78102-8696,,"Bee County, TX",12,,,21,1.39
48245,TX,Non-Rural,77705-7655,,"Jefferson County, TX",12,4248.0,,12,2.12
48023,TX,Rural,,Psychiatrist,"Baylor County, TX",Not applicable,3553.0,0.0,12,0.24
48297,TX,Rural,78071,,"Live Oak County, TX",12,,,18,1.16
48185,TX,Rural,77868-4567,,"Grimes County, TX",12,1361.0,,12,0.68
48413,TX,Rural,,Psychiatrist,"Schleicher County, TX",Not applicable,3267.0,0.0,13,0.16
48187,TX,Partially Rural,,Psychiatrist,"Guadalupe County, TX",Not applicable,137687.0,25500.0,12,6.03
48345,TX,Rural,,Psychiatrist,"Motley County, TX",Not applicable,1169.0,0.0,10,0.08
48213,TX,Rural,,Psychiatrist,"Henderson County, TX",Not applicable,77460.0,60000.0,12,1.87
48311,TX,Rural,,Psychiatrist,"McMullen County, TX",Not applicable,646.0,0.0,10,0.04
48045,TX,Rural,,Psychiatrist,"Briscoe County, TX",Not applicable,1596.0,0.0,13,0.11
48297,TX,Rural,,Psychiatrist,"Live Oak County, TX",Not applicable,10089.0,0.0,16,0.5
48177,TX,Rural,,Psychiatrist,"Gonzales County, TX",Not applicable,19638.0,3000.0,16,1.16
48171,TX,Rural,,Psychiatrist,"Gillespie County, TX",Not applicable,24736.0,3000.0,16,1.14
48401,TX,Rural,75652-5259,,"Rusk County, TX",12,,,21,0.98
48453,TX,Non-Rural,,Psychiatrist,"Travis County, TX",Not applicable,355874.0,133400.0,14,17.05
48129,TX,Rural,,Psychiatrist,"Donley County, TX",Not applicable,3350.0,0.0,10,0.17
48147,TX,Rural,75418-5818,,"Fannin County, TX",12,,,21,0.59
48127,TX,Rural,,Psychiatrist,"Dimmit County, TX",Not applicable,10431.0,0.0,17,0.7
48309,TX,Non-Rural,,Psychiatrist,"McLennan County, TX",Not applicable,102868.0,0.0,18,6.86
48275,TX,Rural,,Psychiatrist,"Knox County, TX",Not applicable,3633.0,0.0,12,0.18
48103,TX,Rural,,Psychiatrist,"Crane County, TX",Not applicable,4488.0,0.0,10,0.22
48063,TX,Rural,,Psychiatrist,"Camp County, TX",Not applicable,12334.0,0.0,14,0.82
48147,TX,Rural,,Psychiatrist,"Fannin County, TX",Not applicable,30943.0,0.0,14,1.55
48471,TX,Rural,77320-3314,,"Walker County, TX",12,2414.0,,12,1.21
48385,TX,Rural,,Psychiatrist,"Real County, TX",Not applicable,3274.0,0.0,12,0.16
48331,TX,Rural,,Psychiatrist,"Milam County, TX",Not applicable,23946.0,0.0,16,1.2
48157,TX,Non-Rural,77406-7922,,"Fort Bend County, TX",6,,,6,0.2
48485,TX,Partially Rural,,Psychiatrist,"Wichita County, TX",Not applicable,118715.0,60000.0,16,3.94
48157,TX,Non-Rural,77406-8544,,"Fort Bend County, TX",6,,,6,0.42
48099,TX,Rural,76598-0001,,"Coryell County, TX",12,525.0,,12,0.26
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,10982.0,3000.0,12,0.58
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,10982.0,3000.0,12,0.58
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,10982.0,3000.0,12,0.58
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,10982.0,3000.0,12,0.58
48201,TX,,,Psychiatrist,"Harris County, TX",Not applicable,10982.0,3000.0,12,0.58
48225,TX,Rural,,Psychiatrist,"Houston County, TX",Not applicable,20222.0,4000.0,18,1.15
48495,TX,Rural,,Psychiatrist,"Winkler County, TX",Not applicable,7275.0,0.0,12,0.36
48363,TX,Rural,,Psychiatrist,"Palo Pinto County, TX",Not applicable,27554.0,0.0,15,1.38
48083,TX,Rural,,Psychiatrist,"Coleman County, TX",Not applicable,8581.0,0.0,16,0.57
48415,TX,Rural,,Psychiatrist,"Scurry County, TX",Not applicable,15365.0,0.0,17,0.77
48093,TX,Rural,,Psychiatrist,"Comanche County, TX",Not applicable,13550.0,0.0,19,0.9
48243,TX,Rural,,Psychiatrist,"Jeff Davis County, TX",Not applicable,2220.0,0.0,9,0.11
48447,TX,Rural,,Psychiatrist,"Throckmorton County, TX",Not applicable,1559.0,0.0,9,0.08
48325,TX,Partially Rural,,Psychiatrist,"Medina County, TX",Not applicable,44260.0,0.0,16,2.21
48353,TX,Rural,,Psychiatrist,"Nolan County, TX",Not applicable,14646.0,0.0,17,0.73
48133,TX,Rural,,Psychiatrist,"Eastland County, TX",Not applicable,17340.0,0.0,18,1.16
48143,TX,Rural,,Psychiatrist,"Erath County, TX",Not applicable,37549.0,20000.0,13,1.5
48131,TX,Rural,,Psychiatrist,"Duval County, TX",Not applicable,11034.0,0.0,17,0.55
48085,TX,Non-Rural,,Psychiatrist,"Collin County, TX",Not applicable,159571.0,47316.0,16,8.2742
48317,TX,Partially Rural,,Psychiatrist,"Martin County, TX",Not applicable,5020.0,0.0,9,0.25
48499,TX,Rural,75494-7002,,"Wood County, TX",12,586.0,,21,0.29
48039,TX,Non-Rural,77583-7670,,"Brazoria County, TX",12,1891.0,,12,0.95
48295,TX,Rural,,Psychiatrist,"Lipscomb County, TX",Not applicable,3367.0,0.0,10,0.17
48401,TX,Rural,75684-6008,,"Rusk County, TX",6,,,15,0.25
48081,TX,Rural,,Psychiatrist,"Coke County, TX",Not applicable,3099.0,0.0,11,0.21
48109,TX,Rural,,Psychiatrist,"Culberson County, TX",Not applicable,2302.0,0.0,11,0.15
48417,TX,Rural,,Psychiatrist,"Shackelford County, TX",Not applicable,3321.0,0.0,12,0.17
48217,TX,Rural,,Psychiatrist,"Hill County, TX",Not applicable,33842.0,0.0,18,1.69
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48481,TX,,,Psychiatrist,"Wharton County, TX",Not applicable,296078.0,305400.0,15,1.34
48481,TX,,,Psychiatrist,"Wharton County, TX",Not applicable,296078.0,305400.0,15,1.34
48481,TX,,,Psychiatrist,"Wharton County, TX",Not applicable,296078.0,305400.0,15,1.34
48481,TX,,,Psychiatrist,"Wharton County, TX",Not applicable,296078.0,305400.0,15,1.34
48481,TX,,,Psychiatrist,"Wharton County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48481,TX,,,Psychiatrist,"Wharton County, TX",Not applicable,296078.0,305400.0,15,1.34
48481,TX,,,Psychiatrist,"Wharton County, TX",Not applicable,296078.0,305400.0,15,1.34
48481,TX,,,Psychiatrist,"Wharton County, TX",Not applicable,296078.0,305400.0,15,1.34
48481,TX,,,Psychiatrist,"Wharton County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48481,TX,,,Psychiatrist,"Wharton County, TX",Not applicable,296078.0,305400.0,15,1.34
48481,TX,,,Psychiatrist,"Wharton County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,Non-Rural,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
48479,TX,,,Psychiatrist,"Webb County, TX",Not applicable,296078.0,305400.0,15,1.34
